user_id,startup_id,model_score,recency_score,popularity_score,diversity_score,label
25290c5b-75df-4232-bdbb-78f238ad0b44,b36db129-fba8-4909-8a47-fcfb0aea04d9,0.8571428571428571,0.9610042869648272,0.8003405919269954,0.5,1
2f1019a7-8ee8-430f-8ca1-871cd3cd2c62,0bb4316d-091c-4135-8a91-e32139b2b02c,0.8571428571428571,0.9610043162443148,0.7285778792415406,0.5,1
c658b8aa-8711-4fed-b288-b7de504848fa,f499201f-8f5e-465e-ad20-af29e949bef8,0.8571428571428571,0.9610044082567749,0.7970828277316264,0.5,1
509385e6-ade9-4d21-abf5-55f03b8221e0,122bd8ff-01c9-4a3d-841d-2e6124eb51a4,0.8571428571428571,0.961004397300509,0.781605542607877,0.5,1
27292ee4-69f9-4635-83d1-93dce4460adb,3105a534-9b80-40f3-aef8-2776986bb66f,0.8571428571428571,0.9610044134703721,0.6810615732378218,0.5,1
5b9fce03-6fca-4c1a-a0bc-78768dc47d96,32137e7a-8f31-4193-b4e2-21ed5763edd5,0.8571428571428571,0.9610043226647283,0.89401801733822,0.5,1
6013479d-28a6-41c7-9d62-b7f0ceb5e23b,7cbc98b5-d175-4eb4-bbcf-0ca23b627aaf,0.8571428571428571,0.9610043162443148,0.8795201879941105,0.5,1
b34b988d-2249-4c5d-b1af-f35e94ec63c8,9c94b8f8-a691-4a76-8b9a-ae1f0f154f9f,0.8571428571428571,0.9610043104174847,0.760635620026632,0.5,1
0fae1806-d105-45b7-b98f-e4a54d224268,e90a5f25-b5e4-4693-8e5a-43ec5c816205,0.8571428571428571,0.9610044021700429,0.7490102817520992,0.5,1
7d414b52-584a-42da-b5ea-eed8b0624c82,59241ea8-c6cf-45a3-9dc8-4d6351a448e5,0.8571428571428571,0.9610043104174847,0.8772911059918383,0.5,1
25c24fcf-0524-448d-bbe3-039601d28e75,b287d943-f7d6-4932-8e82-9fe4f90b9da8,0.8571428571428571,0.9610042964273086,0.7526727947154824,0.5,1
0f89bbed-4419-44cc-993e-21980e18f9fa,f8bd0b57-d1e1-4261-b6a8-78a1852a5b98,0.8571428571428571,0.9610042784414756,0.8072195876615413,0.5,1
bc972a5e-d5bb-4168-9ab6-abe892f46e99,5f21ed9b-6bb5-4f32-bbad-834ae6f50093,0.8571428571428571,0.9610043516320388,0.7752564219082103,0.5,1
8bedbff4-723b-4cd8-b5eb-2f6a4a4365a2,c655e4c2-a6c8-4680-80b2-06551b00b47e,0.8571428571428571,0.9610043394785965,0.882732336727583,0.5,1
ef0de3e9-84b1-44d4-a846-730333ff2592,9171d15a-fa93-4316-ad56-f9462f35ed71,0.8571428571428571,0.9610043026949697,0.9101104783376757,0.5,1
3cad7cd5-7013-44ab-afc8-01d91aa2c958,5035120f-db38-48cc-a56c-8717623ee350,0.8571428571428571,0.9610044134703721,0.721473752040263,0.5,1
42a979ef-0eca-443c-922c-40f31ae8b025,18c6e2c2-5316-4b41-a2ec-9b1b6e014227,0.8571428571428571,0.9610043785472054,0.7822527721950607,0.5,1
